Train_No,Origin_Station,Destination_Station,Total_Distance,Number_of_Stops,Journey_Duration_Hours
54826,BILARA,JODHPUR JN.,87.0,10,3.75
54833,JAIPUR JN.,HISAR JN,367.0,39,9.67
54834,HISAR JN,JAIPUR JN.,367.0,39,9.67
54835,HISAR JN,REWARI JN.,142.0,19,3.67
54836,REWARI JN.,HISAR JN,143.0,19,3.75
54881,BARMER,MUNABAO,118.0,6,2.17
54882,MUNABAO,BARMER,118.0,6,2.25
55001,GORAKHPUR JN,AYODHYA,164.0,24,5.58
55002,AYODHYA,GORAKHPUR JN,164.0,22,5.17
55007,PATLIPUTRA,GORAKHPUR JN,290.0,48,10.75
55008,GORAKHPUR JN,PATLIPUTRA,290.0,48,9.45
55009,CHHAPRA JN.,BHATNI JN.,108.0,15,2.83
55010,BHATNI JN.,CHHAPRA JN.,109.0,15,3.75
55011,SIWAN JN.,GORAKHPUR JN,118.0,16,3.75
55012,GORAKHPUR JN,SIWAN JN.,119.0,16,3.83
55013,CHHAPRA JN.,VARANASI CIT,200.0,31,8.17
55014,VARANASI CIT,CHHAPRA JN.,201.0,31,8.17
55017,CHHAPRA JN.,MAU JN.,132.0,21,4.25
55018,MAU JN.,CHHAPRA JN.,134.0,21,4.68
55019,CHHAPRA JN.,GORAKHPUR JN,178.0,25,5.75
55020,GORAKHPUR JN,CHHAPRA JN.,179.0,25,5.83
55021,SAMASTIPUR J,SIWAN JN.,225.0,38,7.33
55022,SIWAN JN.,SAMASTIPUR J,225.0,38,8.0
55025,GORAKHPUR JN,GONDA JN.,152.0,23,4.67
55026,GONDA JN.,GORAKHPUR JN,153.0,23,5.17
55027,GORAKHPUR JN,GONDA JN.,152.0,23,5.5
55028,GONDA JN.,GORAKHPUR JN,153.0,23,4.0
55029,NARKATIAGANJ,GORAKHPUR JN,150.0,19,4.83
55030,GORAKHPUR JN,NARKATIAGANJ,150.0,19,5.5
55031,NAKAHA JUNGL,LUCKNOW JN.,339.0,56,13.58
55032,DALIGANJ JN,NAKAHA JUNGL,332.0,53,11.83
55033,GONDA JN.,SITAPUR CANT,160.0,22,3.83
55034,SITAPUR CITY,GONDA JN.,163.0,23,5.17
55035,GONDA JN.,SITAPUR CANT,159.0,20,4.25
55036,SITAPUR CANT,GONDA JN.,158.0,20,4.33
55037,BURHWAL JN.,SITAPUR CITY,103.0,14,2.92
55038,SITAPUR CANT,BURHWAL JN.,97.0,12,2.33
55041,NARKATIAGANJ,GORAKHPUR JN,150.0,14,4.25
55042,GORAKHPUR JN,BETTIAH,189.0,24,5.58
55043,GORAKHPUR JN,NAUTANWA,81.0,17,3.25
55044,NAUTANWA,GORAKHPUR JN,81.0,17,3.33
55045,SITAPUR CANT,SHAHJAHANPUR,90.0,12,3.92
55046,SHAHJAHANPUR,SITAPUR CANT,90.0,11,3.25
55049,NAKAHA JUNGL,DALIGANJ JN,332.0,53,10.58
55050,LUCKNOW JN.,NAKAHA JUNGL,340.0,56,12.75
55051,GORAKHPUR JN,NAUTANWA,81.0,17,3.17
55052,NAUTANWA,GORAKHPUR JN,81.0,17,3.08
55055,KAPTANGANJ J,GORAKHPUR JN,39.0,4,2.25
55056,GORAKHPUR JN,KAPTANGANJ J,38.0,4,1.0
55071,NARKATIAGANJ,GORAKHPUR JN,150.0,19,5.0
55072,GORAKHPUR JN,NARKATIAGANJ,150.0,19,4.92
55073,NARKATIAGANJ,GORAKHPUR JN,150.0,19,5.0
55074,GORAKHPUR JN,NARKATIAGANJ,150.0,12,4.5
55075,SIWAN JN.,GORAKHPUR JN,166.0,26,6.5
55076,GORAKHPUR JN,SIWAN JN.,166.0,26,6.08
55077,GORAKHPUR JN,BARHNI,112.0,20,3.92
55078,BARHNI,GORAKHPUR JN,112.0,20,3.5
55079,BETTIAH,GORAKHPUR JN,189.0,26,6.25
55080,GORAKHPUR JN,NARKATIAGANJ,150.0,19,4.75
55081,NARKATIAGANJ,GORAKHPUR JN,150.0,14,6.17
55082,GORAKHPUR JN,NARKATIAGANJ,150.0,19,4.83
55101,BHATNI JN.,BARHAJ BAZAR,30.0,5,1.17
55102,BARHAJ BAZAR,BHATNI JN.,30.0,5,1.58
55103,BHATNI JN.,BARHAJ BAZAR,30.0,5,1.33
55104,BARHAJ BAZAR,BHATNI JN.,30.0,5,1.25
55105,SALEMPUR JN.,BARHAJ BAZAR,20.0,3,0.92
55106,BARHAJ BAZAR,SALEMPUR JN.,20.0,3,0.92
55107,SIWAN JN.,THAWE JN.,28.0,3,0.83
55108,THAWE JN.,SIWAN JN.,28.0,3,0.83
55109,SIWAN JN.,THAWE JN.,28.0,3,1.0
55110,THAWE JN.,SIWAN JN.,28.0,3,0.92
55111,SIWAN JN.,THAWE JN.,28.0,3,0.83
55112,THAWE JN.,SIWAN JN.,28.0,3,0.83
55113,SIWAN JN.,THAWE JN.,28.0,3,0.92
55114,THAWE JN.,SIWAN JN.,28.0,3,0.92
55115,CHHAPRA JN.,BHATNI JN.,108.0,15,4.17
55116,BHATNI JN.,CHHAPRA JN.,109.0,15,3.25
55119,GORAKHPUR JN,VARANASI CIT,227.0,32,8.33
55120,VARANASI CIT,GORAKHPUR JN,227.0,32,10.0
55122,MANDUADIH,BHATNI JN.,164.0,24,5.5
55123,BHATNI JN.,VARANASI CIT,156.0,22,5.42
55125,MANDUADIH,ALLAHABAD CI,118.0,20,4.0
55126,ALLAHABAD CI,MANDUADIH,118.0,20,4.08
55127,MANDUADIH,ALLAHABAD CI,118.0,20,4.08
55128,ALLAHABAD CI,MANDUADIH,118.0,20,4.0
55129,MANDUADIH,ALLAHABAD CI,118.0,20,3.33
55130,ALLAHABAD CI,MANDUADIH,118.0,20,4.17
55131,CHHAPRA JN.,VARANASI CIT,200.0,31,8.0
55132,VARANASI CIT,CHHAPRA JN.,201.0,31,7.42
55133,BALLIA,VARANASI CIT,136.0,20,3.67
55134,VARANASI CIT,BALLIA,136.0,20,4.58
55135,AZAMGARH,VARANASI CIT,131.0,18,4.92
55136,VARANASI CIT,AZAMGARH,131.0,18,4.67
55137,BALLIA,SHAHGANJ JN.,167.0,24,5.83
55138,SHAHGANJ JN.,BALLIA,168.0,24,4.75
55139,BALLIA,SHAHGANJ JN.,167.0,24,5.08
55140,SHAHGANJ JN.,BALLIA,168.0,24,7.17
55141,GORAKHPUR JN,NAUTANWA,81.0,17,3.17
55142,NAUTANWA,GORAKHPUR JN,81.0,17,2.75
55143,AUNRIHAR JN.,JAUNPUR JN.,56.0,7,1.75
55144,JAUNPUR JN.,AUNRIHAR JN.,58.0,7,1.5
55145,SALEMPUR JN.,BARHAJ BAZAR,20.0,3,0.83
55146,BARHAJ BAZAR,SALEMPUR JN.,20.0,3,0.92
55149,GORAKHPUR JN,VARANASI CIT,227.0,25,7.08
55150,VARANASI CIT,GORAKHPUR JN,227.0,26,7.5
55159,AUNRIHAR JN.,JAUNPUR JN.,56.0,7,1.75
55160,JAUNPUR JN.,AUNRIHAR JN.,58.0,7,1.5
55163,SHAHGANJ JN.,AUNRIHAR JN.,157.0,22,5.92
55164,AUNRIHAR JN.,SHAHGANJ JN.,157.0,22,5.92
55165,CHHAPRA JN.,DURAUNDHA JN,43.0,6,1.17
55166,DURAUNDHA JN,CHHAPRA JN.,43.0,6,1.67
55167,DURAUNDHA JN,SIWAN JN.,17.0,1,0.42
55168,SIWAN JN.,DURAUNDHA JN,17.0,1,0.42
55169,DURAUNDHA JN,SIWAN JN.,17.0,1,0.5
55170,SIWAN JN.,DURAUNDHA JN,17.0,1,0.33
55171,DURAUNDHA JN,MAHARAJGANJ,6.0,0,0.42
55172,MAHARAJGANJ,DURAUNDHA JN,6.0,0,0.42
55173,DURAUNDHA JN,MAHARAJGANJ,6.0,0,0.42
55174,MAHARAJGANJ,DURAUNDHA JN,6.0,0,0.42
55175,DURAUNDHA JN,MAHARAJGANJ,6.0,0,0.42
55176,MAHARAJGANJ,DURAUNDHA JN,6.0,0,0.42
55177,DURAUNDHA JN,MAHARAJGANJ,6.0,0,0.42
55178,MAHARAJGANJ,DURAUNDHA JN,6.0,0,0.42
55179,DURAUNDHA JN,MAHARAJGANJ,6.0,0,0.33
55180,MAHARAJGANJ,DURAUNDHA JN,6.0,0,0.42
55181,THAWE JN.,CHHAPRA KACH,106.0,25,3.58
55182,CHHAPRA KACH,THAWE JN.,106.0,25,3.58
55183,THAWE JN.,CHHAPRA KACH,106.0,25,3.67
55184,CHHAPRA KACH,THAWE JN.,106.0,25,3.67
55207,MUZAFFARPUR,NARKATIAGANJ,159.0,17,4.28
55208,NARKATIAGANJ,MUZAFFARPUR,159.0,22,5.08
55209,MUZAFFARPUR,NARKATIAGANJ,159.0,16,6.0
55211,MUZAFFARPUR,RAXAUL JN.,129.0,20,4.67
55212,RAXAUL JN.,MUZAFFARPUR,129.0,13,4.75
55213,MUZAFFARPUR,NARKATIAGANJ,159.0,17,6.17
55214,NARKATIAGANJ,MUZAFFARPUR,159.0,17,5.25
55215,MUZAFFARPUR,PATLIPUTRA,74.0,13,2.58
55216,PATLIPUTRA,MUZAFFARPUR,74.0,13,3.17
55217,MUZAFFARPUR,PATLIPUTRA,74.0,12,2.67
55218,PATLIPUTRA,MUZAFFARPUR,74.0,12,3.17
55220,NARKATIAGANJ,MUZAFFARPUR,159.0,17,6.08
55221,KATIHAR JN.,BARAUNI JN.,179.0,22,4.67
55222,BARAUNI JN.,KATIHAR JN.,179.0,23,5.75
55223,KATIHAR JN.,DARBHANGA JN,267.0,39,9.7
55224,DARBHANGA JN,KATIHAR JN.,267.0,39,10.45
55225,MUZAFFARPUR,RAXAUL JN.,129.0,19,4.25
55226,RAXAUL JN.,MUZAFFARPUR,129.0,18,4.83
55227,SAMASTIPUR J,MUZAFFARPUR,51.0,8,1.3
55228,MUZAFFARPUR,SAMASTIPUR J,51.0,7,1.67
55229,BARAUNI JN.,PATLIPUTRA,108.0,20,3.92
55230,PATLIPUTRA,BARAUNI JN.,108.0,20,4.5
55231,PATLIPUTRA,PATNA JN.,12.0,2,1.5
55232,PATNA JN.,PATLIPUTRA,12.0,2,1.0
55237,BARAUNI JN.,SAMASTIPUR J,50.0,7,1.83
55238,SAMASTIPUR J,BARAUNI JN.,50.0,7,1.5
55239,SAMASTIPUR J,MUZAFFARPUR,51.0,7,2.17
55240,MUZAFFARPUR,SAMASTIPUR J,51.0,8,2.0
55301,MORADABAD JN,KATHGODAM,116.0,11,4.08
55302,KATHGODAM,MORADABAD JN,116.0,11,5.25
55303,MORADABAD JN,KATHGODAM,125.0,12,5.58
55304,KATHGODAM,MORADABAD JN,125.0,11,5.67
55305,MORADABAD JN,RAMNAGAR,76.0,5,2.0
55306,RAMNAGAR,MORADABAD JN,85.0,10,2.5
55307,MORADABAD JN,RAMNAGAR,76.0,6,2.25
55308,RAMNAGAR,MORADABAD JN,85.0,10,2.33
55309,MORADABAD JN,RAMNAGAR,85.0,10,2.5
55310,RAMNAGAR,MORADABAD JN,76.0,6,2.17
55311,MORADABAD JN,KASHIPUR JN,58.0,7,1.58
55312,KASHIPUR JN,MORADABAD JN,58.0,7,1.67
55313,KASHIPUR JN,RAMNAGAR,27.0,2,0.58
55314,RAMNAGAR,KASHIPUR JN,27.0,2,0.58
55315,LALKUA JN.,KASHIPUR JN,54.0,5,1.33
55316,KASHIPUR JN,LALKUA JN.,54.0,5,1.33
55317,LALKUA JN.,KASHIPUR JN,54.0,5,1.33
55318,KASHIPUR JN,LALKUA JN.,54.0,5,1.25
55319,LALKUA JN.,KASHIPUR JN,54.0,4,1.25
55320,KASHIPUR JN,LALKUA JN.,54.0,4,1.5
55321,MORADABAD JN,RAMNAGAR,85.0,10,2.25
55322,RAMNAGAR,MORADABAD JN,76.0,5,2.42
55323,MORADABAD JN,RAMNAGAR,76.0,4,2.25
55324,RAMNAGAR,MORADABAD JN,76.0,4,2.0
55325,LUCKNOW JN.,KASGANJ JN.,319.0,53,10.25
55326,KASGANJ JN.,LUCKNOW JN.,320.0,53,9.92
55327,KANPUR CENTR,FARRUKHABAD,138.0,25,3.92
55328,FARRUKHABAD,KANPUR CENTR,139.0,25,4.08
55329,SHIKOHABAD J,KASGANJ JN.,213.0,31,7.58
55330,KASGANJ JN.,SHIKOHABAD J,214.0,31,5.83
55331,FARRUKHABAD,KASGANJ JN.,107.0,15,2.58
55332,KASGANJ JN.,FARRUKHABAD,107.0,15,2.83
55333,KASGANJ JN.,AGRA  FORT,166.0,20,4.75
55334,AGRA  FORT,KASGANJ JN.,166.0,20,5.08
55335,BAREILLY CIT,LALKUA JN.,81.0,8,2.25
55336,LALKUA JN.,BAREILLY CIT,81.0,8,2.25
55337,KASGANJ JN.,ACHHNERA JN.,139.0,16,4.0
55338,ACHHNERA JN.,KASGANJ JN.,139.0,16,4.0
55339,KASGANJ JN.,MATHURA JN.,105.0,12,2.58
55340,MATHURA JN.,KASGANJ JN.,105.0,5,2.42
55341,KASGANJ JN.,BHARATPUR JN,167.0,20,5.42
55342,BHARATPUR JN,KASGANJ JN.,167.0,20,5.58
55343,KASGANJ JN.,BAREILLY CIT,141.0,17,3.5
55344,BAREILLY CIT,KASGANJ JN.,141.0,17,3.5
55345,KASGANJ JN.,BAREILLY CIT,141.0,17,3.5
55346,BAREILLY CIT,KASGANJ JN.,141.0,17,3.67
55347,BAREILLY CIT,LALKUA JN.,81.0,8,2.5
55348,LALKUA JN.,BAREILLY CIT,81.0,8,2.25
55349,BAREILLY CIT,LALKUA JN.,81.0,8,2.5
55350,LALKUA JN.,BAREILLY CIT,81.0,8,2.42
55351,BAREILLY CIT,LALKUA JN.,81.0,8,2.42
55352,LALKUA JN.,BAREILLY CIT,81.0,8,2.5
55353,KASGANJ JN.,MATHURA JN.,105.0,5,2.25
55354,MATHURA JN.,KASGANJ JN.,105.0,12,2.5
55355,KASGANJ JN.,BAREILLY CIT,141.0,17,3.58
55356,BAREILLY CIT,KASGANJ JN.,141.0,17,3.33
55357,KASGANJ JN.,BAREILLY CIT,141.0,17,3.33
55358,BAREILLY CIT,KASGANJ JN.,141.0,17,3.75
55359,KASGANJ JN.,BAREILLY CIT,119.0,6,2.75
55360,BAREILLY CIT,KASGANJ JN.,119.0,6,3.0
55361,BAREILLY CIT,PILIBHIT JN.,55.0,7,2.0
55362,PILIBHIT JN.,BAREILLY CIT,55.0,7,1.92
55363,BAREILLY CIT,PILIBHIT JN.,55.0,7,2.0
55364,PILIBHIT JN.,BAREILLY CIT,55.0,7,1.92
55365,BAREILLY CIT,PILIBHIT JN.,55.0,7,2.0
55366,PILIBHIT JN.,BAREILLY CIT,55.0,7,1.92
55367,BAREILLY CIT,PILIBHIT JN.,55.0,7,2.0
55368,PILIBHIT JN.,BAREILLY CIT,55.0,7,2.0
55369,BAREILLY CIT,PILIBHIT JN.,55.0,5,1.67
55370,PILIBHIT JN.,BAREILLY CIT,55.0,5,1.83
55371,PILIBHIT JN.,MAJHOLA PAKA,25.0,1,0.75
55372,MAJHOLA PAKA,PILIBHIT JN.,25.0,1,0.75
55373,PILIBHIT JN.,MAJHOLA PAKA,25.0,1,0.75
55374,MAJHOLA PAKA,PILIBHIT JN.,25.0,1,0.75
55375,PILIBHIT JN.,MAJHOLA PAKA,25.0,1,0.75
55376,MAJHOLA PAKA,PILIBHIT JN.,25.0,1,0.75
55421,MALDA TOWN,BALURGHAT,106.0,12,2.92
55422,BALURGHAT,MALDA TOWN,106.0,12,3.08
55465,ALIPUR DUAR,BAMANHAT,72.0,12,2.58
55466,BAMANHAT,ALIPUR DUAR,72.0,12,2.75
55467,SILIGURI JN.,BAMANHAT,233.0,32,8.25
55468,BAMANHAT,SILIGURI JN.,233.0,32,8.83
55513,SAMASTIPUR J,JAYNAGAR,105.0,14,4.0
55514,JAYNAGAR,SAMASTIPUR J,105.0,21,4.0
55517,DARBHANGA JN,JAYNAGAR,68.0,7,3.5
55518,JAYNAGAR,DARBHANGA JN,68.0,7,3.0
55519,SAMASTIPUR J,JAYNAGAR,105.0,14,3.92
55520,JAYNAGAR,SAMASTIPUR J,105.0,14,3.75
55525,BARAUNI JN.,SAMASTIPUR J,50.0,8,1.67
55526,SAMASTIPUR J,BARAUNI JN.,50.0,8,2.0
55527,JAYNAGAR,PATNA JN.,266.0,35,11.0
55528,PATNA JN.,JAYNAGAR,266.0,35,10.33
55533,SAHARSA JN.,SAMASTIPUR J,138.0,21,4.75
55534,SAMASTIPUR J,SAHARSA JN.,139.0,21,4.75
55537,KATIHAR JN.,SAMASTIPUR J,230.0,32,7.5
55538,SAMASTIPUR J,KATIHAR JN.,230.0,33,7.5
55539,KATIHAR JN.,HAJIPUR JN.,267.0,42,11.42
55540,HAJIPUR JN.,KATIHAR JN.,267.0,41,9.92
55541,HAJIPUR JN.,BATHUA BAZAR,159.0,26,6.42
55542,BATHUA BAZAR,HAJIPUR JN.,159.0,26,7.63
55549,BARAUNI JN.,HAJIPUR JN.,87.0,15,5.0
55550,HAJIPUR JN.,BARAUNI JN.,87.0,16,3.08
55553,SAHARSA JN.,SAMASTIPUR J,138.0,21,5.33
55554,SAMASTIPUR J,SAHARSA JN.,139.0,21,4.42
55555,SAHARSA JN.,SAMASTIPUR J,139.0,18,4.08
55556,SAMASTIPUR J,SAHARSA JN.,139.0,21,5.75
55559,SAHARSA JN.,SAMASTIPUR J,139.0,17,5.5
55560,SAMASTIPUR J,SAHARSA JN.,139.0,21,4.67
55563,PURNEA JN.,SAHARSA JN.,100.0,11,3.75
55564,SAHARSA JN.,PURNEA JN.,100.0,11,3.5
55565,SAHARSA JN.,SAMASTIPUR J,139.0,17,4.75
55566,SAMASTIPUR J,SAHARSA JN.,139.0,17,5.08
55567,SAHARSA JN.,SAMASTIPUR J,139.0,17,5.58
55568,SAMASTIPUR J,SAHARSA JN.,139.0,17,5.5
55569,DAURAM MADHE,SAHARSA JN.,21.0,1,0.75
55570,SAHARSA JN.,DAURAM MADHE,21.0,1,0.67
55571,PURNEA JN.,SAHARSA JN.,100.0,11,3.92
55572,SAHARSA JN.,PURNEA JN.,100.0,11,3.75
55575,DARBHANGA JN,BIRAUL,54.0,3,2.5
55576,BIRAUL,DARBHANGA JN,54.0,3,3.0
55577,DARBHANGA JN,BIRAUL,54.0,3,2.33
55578,BIRAUL,DARBHANGA JN,54.0,3,2.75
55583,PURNEA JN.,SAHARSA JN.,100.0,11,3.33
55584,SAHARSA JN.,PURNEA JN.,100.0,11,3.25
55601,GUWAHATI,LUMDING JN.,181.0,24,5.92
55602,LUMDING JN.,GUWAHATI,180.0,24,6.75
55603,GUWAHATI,MAIRABARI,160.0,27,5.0
55604,MAIRABARI,GUWAHATI,160.0,27,5.0
55615,GUWAHATI,SILCHAR,380.0,31,14.08
55616,SILCHAR,GUWAHATI,379.0,31,13.25
55661,MAISHASHAN,SILCHAR,60.0,10,2.83
55662,SILCHAR,MAISHASHAN,60.0,10,2.42
55663,AGARTALA,SILCHAR,256.0,33,9.25
55664,SILCHAR,AGARTALA,255.0,33,8.5
55665,SILCHAR,VANGAICHUNGP,67.0,8,2.5
55666,JIRIBAM,SILCHAR,56.0,7,2.33
55667,SILCHAR,BHAIRABI,103.0,12,4.08
55668,BHAIRABI,SILCHAR,103.0,12,3.83
55675,AGARTALA,DHARMANAGAR,140.0,12,4.0
55676,DHARMANAGAR,AGARTALA,140.0,12,4.0
55677,SILCHAR,DHARMANAGAR,115.0,20,5.25
55678,DHARMANAGAR,SILCHAR,115.0,20,4.83
55679,AGARTALA,DHARMANAGAR,140.0,12,3.75
55680,DHARMANAGAR,AGARTALA,140.0,12,4.25
55681,UDAIPUR,AGARTALA,42.0,3,1.25
55682,AGARTALA,UDAIPUR,42.0,3,1.17
55683,UDAIPUR,AGARTALA,42.0,3,1.25
55684,AGARTALA,UDAIPUR,42.0,3,1.08
55685,MAISHASHAN,SILCHAR,60.0,10,2.92
55686,SILCHAR,MAISHASHAN,60.0,10,2.67
55687,DULLABCHERRA,SILCHAR,101.0,8,4.67
55688,SILCHAR,DULLABCHERRA,101.0,8,3.75
55689,DULLABCHERRA,BADARPUR JN.,71.0,13,3.75
55690,BADARPUR JN.,DULLABCHERRA,71.0,13,3.0
55701,MALDA TOWN,KATIHAR JN.,90.0,18,3.75
55702,KATIHAR JN.,MALDA TOWN,90.0,18,3.0
55703,MALDA COURT,KATIHAR JN.,90.0,18,3.23
55704,KATIHAR JN.,MALDA COURT,90.0,18,3.33
55707,RADHIKAPUR,KATIHAR JN.,109.0,22,3.75
55708,KATIHAR JN.,RADHIKAPUR,109.0,22,3.75
55709,SINGHABAD,OLD MALDA,24.0,2,1.17
55710,OLD MALDA,SINGHABAD,24.0,2,1.08
55711,MALDA TOWN,NEW JALPAIGU,232.0,39,7.5
55712,NEW JALPAIGU,MALDA TOWN,232.0,39,8.0
55713,NEW JALPAIGU,RANGIYA JN.,363.0,43,15.0
55714,RANGIYA JN.,NEW JALPAIGU,363.0,43,12.42
55719,DEKARGAON,BHALUKPONG,49.0,6,2.17
55720,BHALUKPONG,DEKARGAON,49.0,6,2.17
55721,RANGIYA JN.,DEKARGAON,95.0,16,4.5
55722,DEKARGAON,RANGIYA JN.,94.0,16,4.5
55725,NEW JALPAIGU,ALIPUR DUAR,168.0,21,5.58
55726,ALIPUR DUAR,NEW JALPAIGU,168.0,21,5.08
55727,KATIHAR JN.,RADHIKAPUR,93.0,18,3.0
55728,RADHIKAPUR,KATIHAR JN.,94.0,18,2.92
55729,KATIHAR JN.,RADHIKAPUR,93.0,18,3.0
55730,RADHIKAPUR,KATIHAR JN.,94.0,18,3.33
55733,KATIHAR JN.,JOGBANI,108.0,13,2.83
55734,JOGBANI,KATIHAR JN.,108.0,17,3.08
55735,KATIHAR JN.,JOGBANI,107.0,17,2.92
55736,JOGBANI,KATIHAR JN.,108.0,17,3.0
55740,JOGBANI,KATIHAR JN.,108.0,17,3.0
55741,KATIHAR JN.,JOGBANI,108.0,13,2.75
55742,JOGBANI,KATIHAR JN.,108.0,13,3.0
55743,KATIHAR JN.,JOGBANI,107.0,17,3.0
55744,JOGBANI,KATIHAR JN.,108.0,13,2.92
55749,NEW JALPAIGU,HALDIBARI,56.0,8,1.75
55750,HALDIBARI,NEW JALPAIGU,56.0,8,1.83
55751,NEW JALPAIGU,HALDIBARI,56.0,8,1.67
55752,HALDIBARI,NEW JALPAIGU,56.0,8,1.58
55753,ALIPUR DUAR,GUWAHATI,268.0,32,8.67
55754,GUWAHATI,ALIPUR DUAR,268.0,32,7.83
55755,KATIHAR JN.,JOGBANI,107.0,17,3.08
55756,JOGBANI,KATIHAR JN.,108.0,17,3.08
55763,KATIHAR JN.,JOGBANI,107.0,17,3.0
55764,JOGBANI,KATIHAR JN.,108.0,13,3.0
55769,MALDA COURT,KATIHAR JN.,90.0,18,3.75
55770,KATIHAR JN.,MALDA COURT,90.0,18,3.33
55771,MALDA COURT,BUNIYADPUR,61.0,7,1.75
55772,BUNIYADPUR,MALDA COURT,60.0,7,1.75
55801,NEW BONGAIGA,GUWAHATI,156.0,20,4.42
55802,GUWAHATI,NEW BONGAIGA,156.0,20,4.5
55803,NEW BONGAIGA,GUWAHATI,208.0,17,4.58
55804,GUWAHATI,NEW BONGAIGA,208.0,17,4.67
55809,NEW BONGAIGA,GUWAHATI,156.0,20,4.67
55810,GUWAHATI,NEW BONGAIGA,156.0,20,5.08
55811,DHUBRI,KAMAKHYA JN,309.0,19,8.17
55812,KAMAKHYA JN,DHUBRI,309.0,19,8.33
55813,DEKARGAON,MURKEONG SEL,343.0,40,9.67
55814,MURKEONG SEL,DEKARGAON,343.0,40,9.67
55817,NEW BONGAIGA,GUWAHATI,156.0,15,5.75
55818,GUWAHATI,NEW BONGAIGA,156.0,15,4.92
55819,MENDIPATHAR,GUWAHATI,126.0,12,4.67
55820,GUWAHATI,MENDIPATHAR,126.0,12,3.83
55823,RANGAPARA NO,DEKARGAON,6.0,2,0.67
55824,DEKARGAON,RANGAPARA NO,6.0,2,0.67
55861,RANGIYA JN.,DEKARGAON,95.0,16,4.17
55862,DEKARGAON,RANGIYA JN.,94.0,16,4.5
55893,RANGIYA JN.,RANGAPARA NO,89.0,13,3.08
55894,RANGAPARA NO,RANGIYA JN.,88.0,13,2.75
55895,RANGIYA JN.,MURKEONG SEL,426.0,51,12.08
55896,MURKEONG SEL,RANGIYA JN.,425.0,51,11.75
55901,LUMDING JN.,TINSUKIA JN.,336.0,47,13.5
55902,TINSUKIA JN.,LUMDING JN.,335.0,47,13.67
55903,DIMAPUR,MARIANI JN.,155.0,21,6.0
55904,MARIANI JN.,DIMAPUR,155.0,21,6.0
55909,SIMALUGURI J,DIBRUGARH TO,102.0,11,2.67
55910,DIBRUGARH TO,SIMALUGURI J,102.0,11,2.67
55913,JORHAT TOWN,TINSUKIA JN.,176.0,25,6.42
55914,TINSUKIA JN.,JORHAT TOWN,176.0,25,6.08
56001,CHENNAI CENT,ARAKKONAM JN,68.0,4,1.5
56002,ARAKKONAM JN,CHENNAI CENT,68.0,3,1.58
56003,ARAKKONAM JN,CHENGALPATTU,62.0,4,1.42
56004,CHENGALPATTU,ARAKKONAM JN,62.0,1,1.58
56005,ARAKKONAM JN,CHENGALPATTU,62.0,4,1.67
56006,CHENGALPATTU,ARAKKONAM JN,62.0,4,1.58
56007,ARAKKONAM JN,KATPADI JN,60.0,6,1.75
56008,KATPADI JN,ARAKKONAM JN,60.0,8,1.83
56009,ARAKKONAM JN,VELLORE CANT,70.0,11,1.92
56010,VELLORE CANT,ARAKKONAM JN,70.0,11,2.17
56011,ARAKKONAM JN,CUDDAPAH,193.0,25,5.58
56012,CUDDAPAH,ARAKKONAM JN,193.0,25,6.17
56013,ARAKKONAM JN,VELLORE CANT,70.0,12,2.33
56014,VELLORE CANT,ARAKKONAM JN,70.0,12,2.25
56033,MAYILADUTURA,MANNARGUDI,76.0,9,2.25
56034,MANNARGUDI,MAYILADUTURA,76.0,9,2.5
56035,TIRUCHENDUR,TIRUNELVELI,61.0,10,1.75
56036,TIRUNELVELI,TIRUCHENDUR,61.0,10,1.67
56037,CHENNAI EGMO,PONDICHERRY,196.0,16,4.33
56038,PONDICHERRY,CHENNAI EGMO,196.0,15,4.58
56041,TIRUPATI,PONDICHERRY,279.0,31,9.75
56042,PONDICHERRY,TIRUPATI,284.0,29,9.42
56043,GURUVAYUR,TRICHUR,22.0,1,0.5
56044,TRICHUR,GURUVAYUR,22.0,1,0.58
56100,ERODE JN.,METTUR DAM,99.0,9,3.42
56101,METTUR DAM,ERODE JN.,99.0,9,3.08
56102,SALEM JN.,METTUR DAM,40.0,2,1.08
56103,METTUR DAM,SALEM JN.,40.0,2,1.08
56105,SALEM JN.,KARUR JN.,84.0,7,2.17
56106,KARUR JN.,SALEM JN.,85.0,5,2.17
56107,SALEM JN.,KARUR JN.,85.0,5,2.0
56108,KARUR JN.,SALEM JN.,85.0,5,2.0
56109,TIRUCHIRAPPA,ERODE JN.,141.0,23,3.83
56110,ERODE JN.,TIRUCHIRAPPA,141.0,20,4.0
56111,JOLARPETTAI,ERODE JN.,178.0,21,4.58
56112,ERODE JN.,JOLARPETTAI,180.0,21,6.0
56113,MAYILADUTURA,TIRUCHIRAPPA,120.0,24,3.42
56114,TIRUCHIRAPPA,MAYILADUTURA,120.0,24,3.25
56115,MAYILADUTURA,THANJAVUR JN,70.0,15,2.0
56116,THANJAVUR JN,MAYILADUTURA,70.0,15,2.25
56136,METTUPALAIYA,UDHAGAMANDAL,45.0,5,4.83
56137,UDHAGAMANDAL,METTUPALAIYA,45.0,5,3.58
56138,COONOOR,UDHAGAMANDAL,18.0,4,1.25
56139,UDHAGAMANDAL,COONOOR,18.0,4,1.17
56140,UDHAGAMANDAL,COONOOR,18.0,4,1.17
